2026-05-27 19:49:54,219 | INFO | celeba_ood | ======================================================================
2026-05-27 19:49:54,220 | INFO | celeba_ood | Ensemble experiment : celeba_ood
2026-05-27 19:49:54,220 | INFO | celeba_ood | Config              : configs/celeba_ood.yaml
2026-05-27 19:49:54,220 | INFO | celeba_ood | Output dir          : outputs/celeba_ood/ensemble_20260527_194912_6458836
2026-05-27 19:49:54,220 | INFO | celeba_ood | Device              : cuda
2026-05-27 19:49:54,220 | INFO | celeba_ood | Ensemble size       : 10   seeds = [42, 43, 44, 45, 46, 47, 48, 49, 50, 51]
2026-05-27 19:49:54,220 | INFO | celeba_ood | Decomposition agg   : p95
2026-05-27 19:49:54,239 | INFO | celeba_ood | GPU                 : Tesla V100-PCIE-16GB  (torch 2.5.1+cu121, cuda 12.1)
2026-05-27 19:49:54,239 | INFO | celeba_ood | ======================================================================
2026-05-27 19:50:07,122 | INFO | celeba_ood | Train pos rates: Male=39.0%  Young=79.9%  Smiling=48.7%  Mouth_Slightly_Open=48.4%  High_Cheekbones=46.7%  Pointy_Nose=28.9%  Oval_Face=29.1%
2026-05-27 19:50:07,159 | INFO | celeba_ood | Dataloaders  train=170465  val=0  test_in=18941  test_ood=13193
2026-05-27 19:50:07,160 | INFO | celeba_ood | ######################################################################
2026-05-27 19:50:07,160 | INFO | celeba_ood | # MODEL 1/10   (seed=42)
2026-05-27 19:50:07,160 | INFO | celeba_ood | ######################################################################
2026-05-27 19:50:08,031 | INFO | celeba_ood | Model        : FacialCNN  (1,571,624 params)
2026-05-27 19:50:08,031 | INFO | celeba_ood | ======================================================================
2026-05-27 19:50:08,032 | INFO | celeba_ood | TRAINING — combined CE(gender) + BCE(attrs) loss
2026-05-27 19:50:08,032 | INFO | celeba_ood | ======================================================================
2026-05-27 19:56:29,584 | INFO | celeba_ood | epoch   1/25  train_loss=0.9299  train_gender_acc=95.1%  train_attr_acc=[84.9 87.8 84.6 83.3 72.9 73.2]%  (381.6s)
2026-05-27 19:57:24,626 | INFO | celeba_ood | epoch   2/25  train_loss=0.7463  train_gender_acc=97.6%  train_attr_acc=[87.3 91.9 91.5 87.0 74.8 74.8]%  (55.0s)
2026-05-27 19:58:19,355 | INFO | celeba_ood | epoch   3/25  train_loss=0.7048  train_gender_acc=98.1%  train_attr_acc=[88.2 92.3 92.5 87.5 75.6 75.2]%  (54.7s)
2026-05-27 19:59:13,497 | INFO | celeba_ood | epoch   4/25  train_loss=0.6779  train_gender_acc=98.5%  train_attr_acc=[88.6 92.7 93.0 87.8 76.0 75.6]%  (54.1s)
2026-05-27 20:00:07,832 | INFO | celeba_ood | epoch   5/25  train_loss=0.6551  train_gender_acc=98.8%  train_attr_acc=[89.1 92.9 93.3 88.1 76.5 76.0]%  (54.3s)
2026-05-27 20:01:02,993 | INFO | celeba_ood | epoch   6/25  train_loss=0.6361  train_gender_acc=99.0%  train_attr_acc=[89.5 93.3 93.6 88.4 76.8 76.4]%  (55.2s)
2026-05-27 20:01:58,311 | INFO | celeba_ood | epoch   7/25  train_loss=0.6194  train_gender_acc=99.2%  train_attr_acc=[89.9 93.4 93.9 88.7 77.1 76.6]%  (55.3s)
2026-05-27 20:02:53,713 | INFO | celeba_ood | epoch   8/25  train_loss=0.6018  train_gender_acc=99.3%  train_attr_acc=[90.3 93.7 94.1 89.0 77.5 77.0]%  (55.4s)
2026-05-27 20:03:49,413 | INFO | celeba_ood | epoch   9/25  train_loss=0.5868  train_gender_acc=99.4%  train_attr_acc=[90.7 94.0 94.3 89.3 77.9 77.5]%  (55.7s)
2026-05-27 20:04:43,772 | INFO | celeba_ood | epoch  10/25  train_loss=0.5703  train_gender_acc=99.5%  train_attr_acc=[91.2 94.2 94.6 89.5 78.2 78.0]%  (54.4s)
2026-05-27 20:05:39,103 | INFO | celeba_ood | epoch  11/25  train_loss=0.5548  train_gender_acc=99.6%  train_attr_acc=[91.5 94.4 94.8 89.8 78.7 78.4]%  (55.3s)
2026-05-27 20:06:34,779 | INFO | celeba_ood | epoch  12/25  train_loss=0.5382  train_gender_acc=99.6%  train_attr_acc=[92.0 94.6 95.0 90.2 79.3 78.9]%  (55.7s)
2026-05-27 20:07:30,084 | INFO | celeba_ood | epoch  13/25  train_loss=0.5207  train_gender_acc=99.6%  train_attr_acc=[92.4 94.8 95.3 90.5 79.7 79.6]%  (55.3s)
2026-05-27 20:08:25,090 | INFO | celeba_ood | epoch  14/25  train_loss=0.5036  train_gender_acc=99.7%  train_attr_acc=[92.8 95.1 95.5 90.9 80.4 80.2]%  (55.0s)
2026-05-27 20:09:19,875 | INFO | celeba_ood | epoch  15/25  train_loss=0.4864  train_gender_acc=99.7%  train_attr_acc=[93.3 95.2 95.7 91.2 81.0 80.9]%  (54.8s)
2026-05-27 20:10:15,324 | INFO | celeba_ood | epoch  16/25  train_loss=0.4673  train_gender_acc=99.7%  train_attr_acc=[93.7 95.5 96.0 91.5 81.8 81.6]%  (55.4s)
2026-05-27 20:11:10,459 | INFO | celeba_ood | epoch  17/25  train_loss=0.4516  train_gender_acc=99.7%  train_attr_acc=[94.0 95.6 96.1 91.9 82.5 82.5]%  (55.1s)
2026-05-27 20:12:05,314 | INFO | celeba_ood | epoch  18/25  train_loss=0.4347  train_gender_acc=99.7%  train_attr_acc=[94.3 95.8 96.2 92.2 83.1 83.2]%  (54.9s)
2026-05-27 20:13:00,960 | INFO | celeba_ood | epoch  19/25  train_loss=0.4159  train_gender_acc=99.8%  train_attr_acc=[94.6 96.0 96.5 92.6 83.9 83.9]%  (55.6s)
2026-05-27 20:13:55,450 | INFO | celeba_ood | epoch  20/25  train_loss=0.4017  train_gender_acc=99.8%  train_attr_acc=[94.9 96.1 96.6 92.8 84.5 84.6]%  (54.5s)
2026-05-27 20:14:49,617 | INFO | celeba_ood | epoch  21/25  train_loss=0.3851  train_gender_acc=99.8%  train_attr_acc=[95.2 96.3 96.8 93.1 85.3 85.4]%  (54.2s)
2026-05-27 20:15:44,735 | INFO | celeba_ood | epoch  22/25  train_loss=0.3706  train_gender_acc=99.8%  train_attr_acc=[95.3 96.4 96.9 93.4 86.0 86.2]%  (55.1s)
2026-05-27 20:16:39,630 | INFO | celeba_ood | epoch  23/25  train_loss=0.3557  train_gender_acc=99.8%  train_attr_acc=[95.5 96.5 97.1 93.7 86.6 86.8]%  (54.9s)
2026-05-27 20:17:34,371 | INFO | celeba_ood | epoch  24/25  train_loss=0.3422  train_gender_acc=99.8%  train_attr_acc=[95.8 96.6 97.1 93.9 87.2 87.4]%  (54.7s)
2026-05-27 20:18:29,750 | INFO | celeba_ood | epoch  25/25  train_loss=0.3290  train_gender_acc=99.8%  train_attr_acc=[95.8 96.7 97.3 94.2 87.8 88.1]%  (55.4s)
2026-05-27 20:18:29,750 | INFO | celeba_ood | Training done in 1701.7s
2026-05-27 20:18:29,899 | INFO | celeba_ood | ======================================================================
2026-05-27 20:18:29,899 | INFO | celeba_ood | PHASE 2 — training per-block decoders (visualization)
2026-05-27 20:18:29,899 | INFO | celeba_ood | ======================================================================
2026-05-27 20:18:29,899 | INFO | celeba_ood |   decoder L0: in=(C=32, H=32) → out=(3, 64, 64)  params=8,275
2026-05-27 20:18:29,899 | INFO | celeba_ood |   decoder L1: in=(C=64, H=16) → out=(3, 64, 64)  params=41,107
2026-05-27 20:18:29,899 | INFO | celeba_ood |   decoder L2: in=(C=128, H=8) → out=(3, 64, 64)  params=172,307
2026-05-27 20:18:29,899 | INFO | celeba_ood |   decoder L3: in=(C=256, H=4) → out=(3, 64, 64)  params=696,851
2026-05-27 20:18:29,900 | INFO | celeba_ood |   decoder L4: in=(C=256, H=2) → out=(3, 64, 64)  params=700,979
2026-05-27 20:18:29,900 | INFO | celeba_ood |   decoder L5: in=(C=256, H=2) → out=(3, 64, 64)  params=700,979
2026-05-27 20:19:25,884 | INFO | celeba_ood | [decoders] epoch   1/50  train=0.1655  (56.0s)
2026-05-27 20:20:20,860 | INFO | celeba_ood | [decoders] epoch   2/50  train=0.1253  (55.0s)
2026-05-27 20:21:17,076 | INFO | celeba_ood | [decoders] epoch   3/50  train=0.1205  (56.2s)
2026-05-27 20:22:11,916 | INFO | celeba_ood | [decoders] epoch   4/50  train=0.1177  (54.8s)
2026-05-27 20:23:07,029 | INFO | celeba_ood | [decoders] epoch   5/50  train=0.1161  (55.1s)
2026-05-27 20:24:02,628 | INFO | celeba_ood | [decoders] epoch   6/50  train=0.1148  (55.6s)
2026-05-27 20:24:57,295 | INFO | celeba_ood | [decoders] epoch   7/50  train=0.1138  (54.7s)
2026-05-27 20:25:53,475 | INFO | celeba_ood | [decoders] epoch   8/50  train=0.1130  (56.2s)
2026-05-27 20:26:49,715 | INFO | celeba_ood | [decoders] epoch   9/50  train=0.1125  (56.2s)
2026-05-27 20:27:44,782 | INFO | celeba_ood | [decoders] epoch  10/50  train=0.1119  (55.1s)
2026-05-27 20:28:39,246 | INFO | celeba_ood | [decoders] epoch  11/50  train=0.1114  (54.5s)
2026-05-27 20:29:34,712 | INFO | celeba_ood | [decoders] epoch  12/50  train=0.1112  (55.5s)
2026-05-27 20:30:29,250 | INFO | celeba_ood | [decoders] epoch  13/50  train=0.1106  (54.5s)
2026-05-27 20:31:23,955 | INFO | celeba_ood | [decoders] epoch  14/50  train=0.1103  (54.7s)
2026-05-27 20:32:19,978 | INFO | celeba_ood | [decoders] epoch  15/50  train=0.1101  (56.0s)
2026-05-27 20:33:15,357 | INFO | celeba_ood | [decoders] epoch  16/50  train=0.1099  (55.4s)
2026-05-27 20:34:10,201 | INFO | celeba_ood | [decoders] epoch  17/50  train=0.1097  (54.8s)
2026-05-27 20:35:05,940 | INFO | celeba_ood | [decoders] epoch  18/50  train=0.1093  (55.7s)
2026-05-27 20:36:00,391 | INFO | celeba_ood | [decoders] epoch  19/50  train=0.1092  (54.5s)
2026-05-27 20:36:55,382 | INFO | celeba_ood | [decoders] epoch  20/50  train=0.1091  (55.0s)
2026-05-27 20:37:49,991 | INFO | celeba_ood | [decoders] epoch  21/50  train=0.1089  (54.6s)
2026-05-27 20:38:45,897 | INFO | celeba_ood | [decoders] epoch  22/50  train=0.1087  (55.9s)
2026-05-27 20:39:40,398 | INFO | celeba_ood | [decoders] epoch  23/50  train=0.1086  (54.5s)
2026-05-27 20:40:35,473 | INFO | celeba_ood | [decoders] epoch  24/50  train=0.1084  (55.1s)
2026-05-27 20:41:31,358 | INFO | celeba_ood | [decoders] epoch  25/50  train=0.1083  (55.9s)
2026-05-27 20:42:26,609 | INFO | celeba_ood | [decoders] epoch  26/50  train=0.1082  (55.3s)
2026-05-27 20:43:21,144 | INFO | celeba_ood | [decoders] epoch  27/50  train=0.1081  (54.5s)
2026-05-27 20:44:16,465 | INFO | celeba_ood | [decoders] epoch  28/50  train=0.1080  (55.3s)
2026-05-27 20:45:11,097 | INFO | celeba_ood | [decoders] epoch  29/50  train=0.1079  (54.6s)
2026-05-27 20:46:05,568 | INFO | celeba_ood | [decoders] epoch  30/50  train=0.1081  (54.5s)
2026-05-27 20:47:01,038 | INFO | celeba_ood | [decoders] epoch  31/50  train=0.1077  (55.5s)
2026-05-27 20:47:56,092 | INFO | celeba_ood | [decoders] epoch  32/50  train=0.1077  (55.1s)
2026-05-27 20:48:50,633 | INFO | celeba_ood | [decoders] epoch  33/50  train=0.1077  (54.5s)
2026-05-27 20:49:47,112 | INFO | celeba_ood | [decoders] epoch  34/50  train=0.1076  (56.5s)
2026-05-27 20:50:42,331 | INFO | celeba_ood | [decoders] epoch  35/50  train=0.1074  (55.2s)
2026-05-27 20:51:37,750 | INFO | celeba_ood | [decoders] epoch  36/50  train=0.1073  (55.4s)
2026-05-27 20:52:33,428 | INFO | celeba_ood | [decoders] epoch  37/50  train=0.1074  (55.7s)
2026-05-27 20:53:28,633 | INFO | celeba_ood | [decoders] epoch  38/50  train=0.1074  (55.2s)
2026-05-27 20:54:23,187 | INFO | celeba_ood | [decoders] epoch  39/50  train=0.1072  (54.6s)
2026-05-27 20:55:20,140 | INFO | celeba_ood | [decoders] epoch  40/50  train=0.1072  (57.0s)
2026-05-27 20:56:16,263 | INFO | celeba_ood | [decoders] epoch  41/50  train=0.1073  (56.1s)
2026-05-27 20:57:11,493 | INFO | celeba_ood | [decoders] epoch  42/50  train=0.1071  (55.2s)
2026-05-27 20:58:08,306 | INFO | celeba_ood | [decoders] epoch  43/50  train=0.1070  (56.8s)
2026-05-27 20:59:03,436 | INFO | celeba_ood | [decoders] epoch  44/50  train=0.1071  (55.1s)
2026-05-27 20:59:58,396 | INFO | celeba_ood | [decoders] epoch  45/50  train=0.1070  (55.0s)
2026-05-27 21:00:54,207 | INFO | celeba_ood | [decoders] epoch  46/50  train=0.1070  (55.8s)
2026-05-27 21:01:49,829 | INFO | celeba_ood | [decoders] epoch  47/50  train=0.1069  (55.6s)
2026-05-27 21:02:45,101 | INFO | celeba_ood | [decoders] epoch  48/50  train=0.1069  (55.3s)
2026-05-27 21:03:40,972 | INFO | celeba_ood | [decoders] epoch  49/50  train=0.1068  (55.9s)
2026-05-27 21:04:35,902 | INFO | celeba_ood | [decoders] epoch  50/50  train=0.1067  (54.9s)
2026-05-27 21:04:35,903 | INFO | celeba_ood | Decoder training done in 2766.0s
2026-05-27 21:04:35,947 | INFO | celeba_ood | ======================================================================
2026-05-27 21:04:35,948 | INFO | celeba_ood | EVALUATION — per-attribute accuracy + OOD AUROC
2026-05-27 21:04:35,948 | INFO | celeba_ood | ======================================================================
2026-05-27 21:04:35,948 | INFO | celeba_ood | Collecting predictions on test_in...
2026-05-27 21:05:22,805 | INFO | celeba_ood |   test_in size = 18941, OOD score (combined entropy) mean = 0.2388
2026-05-27 21:05:22,806 | INFO | celeba_ood | Collecting predictions on test_ood (Eyeglasses)...
2026-05-27 21:05:38,044 | INFO | celeba_ood |   test_ood size = 13193, OOD score (combined entropy) mean = 0.3124
2026-05-27 21:05:38,259 | INFO | celeba_ood | Per-attribute accuracy (in-distribution test set):
2026-05-27 21:05:38,259 | INFO | celeba_ood |   Male/Female : 97.32%
2026-05-27 21:05:38,259 | INFO | celeba_ood |   Young                 : 87.16%
2026-05-27 21:05:38,259 | INFO | celeba_ood |   Smiling               : 91.66%
2026-05-27 21:05:38,259 | INFO | celeba_ood |   Mouth_Slightly_Open   : 91.93%
2026-05-27 21:05:38,259 | INFO | celeba_ood |   High_Cheekbones       : 85.37%
2026-05-27 21:05:38,259 | INFO | celeba_ood |   Pointy_Nose           : 73.44%
2026-05-27 21:05:38,259 | INFO | celeba_ood |   Oval_Face             : 68.64%
2026-05-27 21:05:38,259 | INFO | celeba_ood | OOD AUROC (in-dist vs Eyeglasses):
2026-05-27 21:05:38,259 | INFO | celeba_ood |   score_msp                AUROC = 0.6984  (in_mean=0.011, ood_mean=0.037)
2026-05-27 21:05:38,259 | INFO | celeba_ood |   score_entropy_gender     AUROC = 0.6984  (in_mean=0.031, ood_mean=0.094)
2026-05-27 21:05:38,259 | INFO | celeba_ood |   score_entropy_attrs      AUROC = 0.5310  (in_mean=0.208, ood_mean=0.218)
2026-05-27 21:05:38,259 | INFO | celeba_ood |   score_entropy_combined   AUROC = 0.6083  (in_mean=0.239, ood_mean=0.312)
2026-05-27 21:05:38,259 | INFO | celeba_ood | Estimating reconstruction-error bias/variance on test_in (clean reference, no training leakage)...
